"Blooket
Import Template",,,,,,,
211,'Negate the statement: Some flowers are red.',Some flowers are red.,All flowers are red.,Some flowers are not red.,No flowers are red.,30,4
212,'Negate the statement: Some bugs are not zombies.',All bugs are zombies.,Some bugs are not zombies.,Some bugs are zombies.,No bugs are zombies.,30,1
213,'Negate the statement: Some umbrellas are killers.',Some umbrellas are killers.,All umbrellas are killers.,Some umbrellas are not killers.,No umbrellas are killers.,30,4
214,'Negate the statement: No snakes are menacing.',All snakes are menacing.,Some snakes are not menacing.,Some snakes are menacing.,No snakes are menacing.,30,3
215,'Negate the statement: All elephants are awesome.',All elephants are awesome.,No elephants are awesome.,Some elephants are not awesome.,Some elephants are awesome.,30,3
216,'Negate the statement: All xylophones are lame.',Some xylophones are lame.,Some xylophones are not lame.,All xylophones are lame.,No xylophones are lame.,30,2
217,'Negate the statement: All zebras are curious.',No zebras are curious.,Some zebras are not curious.,All zebras are curious.,Some zebras are curious.,30,2
218,'Negate the statement: All xylophones are jealous.',Some xylophones are jealous.,All xylophones are jealous.,No xylophones are jealous.,Some xylophones are not jealous.,30,4
219,'Negate the statement: Some tulips are not dangerous.',Some tulips are dangerous.,All tulips are dangerous.,Some tulips are not dangerous.,No tulips are dangerous.,30,2
220,'Negate the statement: No mice are curious.',Some mice are curious.,All mice are curious.,No mice are curious.,Some mice are not curious.,30,1
221,'Negate the statement: All apples are jealous.',All apples are jealous.,Some apples are jealous.,Some apples are not jealous.,No apples are jealous.,30,3
222,'Negate the statement: No bugs are enigmatic.',Some bugs are not enigmatic.,No bugs are enigmatic.,Some bugs are enigmatic.,All bugs are enigmatic.,30,3
223,'Negate the statement: Some bugs are red.',No bugs are red.,All bugs are red.,Some bugs are red.,Some bugs are not red.,30,1
224,'Negate the statement: Some insects are violent.',No insects are violent.,All insects are violent.,Some insects are not violent.,Some insects are violent.,30,1
225,'Negate the statement: Some bugs are not outgoing.',Some bugs are outgoing.,All bugs are outgoing.,Some bugs are not outgoing.,No bugs are outgoing.,30,2
226,'Negate the statement: Some flowers are zombies.',Some flowers are zombies.,All flowers are zombies.,Some flowers are not zombies.,No flowers are zombies.,30,4
227,'Negate the statement: All violins are happy.',Some violins are not happy.,No violins are happy.,Some violins are happy.,All violins are happy.,30,1
228,'Negate the statement: Some xylophones are green.',Some xylophones are not green.,All xylophones are green.,Some xylophones are green.,No xylophones are green.,30,4
229,'Negate the statement: All hawks are awesome.',Some hawks are awesome.,No hawks are awesome.,All hawks are awesome.,Some hawks are not awesome.,30,4
230,'Negate the statement: Some llamas are not nice.',No llamas are nice.,Some llamas are not nice.,Some llamas are nice.,All llamas are nice.,30,4
231,'Negate the statement: Some violins are happy.',No violins are happy.,All violins are happy.,Some violins are happy.,Some violins are not happy.,30,1
232,'Negate the statement: Some cats are green.',All cats are green.,No cats are green.,Some cats are green.,Some cats are not green.,30,2
233,'Negate the statement: Some giraffes are indigo.',No giraffes are indigo.,Some giraffes are indigo.,All giraffes are indigo.,Some giraffes are not indigo.,30,1
234,'Negate the statement: No umbrellas are pious.',All umbrellas are pious.,Some umbrellas are not pious.,No umbrellas are pious.,Some umbrellas are pious.,30,4
235,'Negate the statement: Some bugs are outgoing.',Some bugs are outgoing.,All bugs are outgoing.,Some bugs are not outgoing.,No bugs are outgoing.,30,4
236,'Negate the statement: No ponies are violent.',Some ponies are violent.,Some ponies are not violent.,No ponies are violent.,All ponies are violent.,30,1
237,'Negate the statement: Some apples are not outgoing.',Some apples are not outgoing.,All apples are outgoing.,No apples are outgoing.,Some apples are outgoing.,30,2
238,'Negate the statement: No owls are dangerous.',Some owls are not dangerous.,No owls are dangerous.,Some owls are dangerous.,All owls are dangerous.,30,3
239,'Negate the statement: All bugs are lame.',All bugs are lame.,No bugs are lame.,Some bugs are lame.,Some bugs are not lame.,30,4
240,'Negate the statement: Some quokkas are indigo.',Some quokkas are indigo.,All quokkas are indigo.,No quokkas are indigo.,Some quokkas are not indigo.,30,3
241,'Negate the statement: No whales are queens.',All whales are queens.,Some whales are not queens.,No whales are queens.,Some whales are queens.,30,4
242,'Negate the statement: Some ponies are not awesome.',Some ponies are awesome.,Some ponies are not awesome.,No ponies are awesome.,All ponies are awesome.,30,4
243,'Negate the statement: Some llamas are not awesome.',No llamas are awesome.,All llamas are awesome.,Some llamas are awesome.,Some llamas are not awesome.,30,2
244,'Negate the statement: Some umbrellas are sly.',All umbrellas are sly.,Some umbrellas are not sly.,No umbrellas are sly.,Some umbrellas are sly.,30,3
245,'Negate the statement: Some violins are indigo.',No violins are indigo.,All violins are indigo.,Some violins are not indigo.,Some violins are indigo.,30,1
246,'Negate the statement: Some hawks are not xenophobic.',Some hawks are not xenophobic.,Some hawks are xenophobic.,All hawks are xenophobic.,No hawks are xenophobic.,30,3
247,'Negate the statement: Some zebras are not yellow.',Some zebras are yellow.,All zebras are yellow.,No zebras are yellow.,Some zebras are not yellow.,30,2
248,'Negate the statement: Some llamas are furious.',Some llamas are not furious.,Some llamas are furious.,No llamas are furious.,All llamas are furious.,30,3
249,'Negate the statement: All jaguars are weak.',No jaguars are weak.,Some jaguars are weak.,All jaguars are weak.,Some jaguars are not weak.,30,4
250,'Negate the statement: Some cats are umpires.',Some cats are not umpires.,No cats are umpires.,All cats are umpires.,Some cats are umpires.,30,2
251,'Negate the statement: All apples are dangerous.',Some apples are dangerous.,Some apples are not dangerous.,All apples are dangerous.,No apples are dangerous.,30,2
252,'Negate the statement: No cats are killers.',No cats are killers.,Some cats are not killers.,All cats are killers.,Some cats are killers.,30,4
253,'Negate the statement: Some flowers are lame.',No flowers are lame.,All flowers are lame.,Some flowers are not lame.,Some flowers are lame.,30,1
254,'Negate the statement: No whales are yellow.',Some whales are yellow.,All whales are yellow.,No whales are yellow.,Some whales are not yellow.,30,1
255,'Negate the statement: Some violins are menacing.',Some violins are not menacing.,No violins are menacing.,All violins are menacing.,Some violins are menacing.,30,2
256,'Negate the statement: No apples are zombies.',All apples are zombies.,Some apples are zombies.,No apples are zombies.,Some apples are not zombies.,30,2
257,'Negate the statement: No xylophones are violent.',Some xylophones are not violent.,Some xylophones are violent.,All xylophones are violent.,No xylophones are violent.,30,2
258,'Negate the statement: Some tulips are not lame.',Some tulips are not lame.,No tulips are lame.,All tulips are lame.,Some tulips are lame.,30,3
259,'Negate the statement: All whales are happy.',Some whales are happy.,No whales are happy.,All whales are happy.,Some whales are not happy.,30,4
260,'Negate the statement: Some bugs are lame.',No bugs are lame.,Some bugs are not lame.,Some bugs are lame.,All bugs are lame.,30,1
261,'Negate the statement: Some owls are not dangerous.',Some owls are not dangerous.,Some owls are dangerous.,No owls are dangerous.,All owls are dangerous.,30,4
262,'Negate the statement: No umbrellas are jealous.',Some umbrellas are not jealous.,No umbrellas are jealous.,All umbrellas are jealous.,Some umbrellas are jealous.,30,4
263,'Negate the statement: Some jaguars are not awesome.',All jaguars are awesome.,No jaguars are awesome.,Some jaguars are not awesome.,Some jaguars are awesome.,30,1
264,'Negate the statement: Some insects are not queens.',Some insects are queens.,All insects are queens.,No insects are queens.,Some insects are not queens.,30,2
265,'Negate the statement: No cats are pious.',Some cats are pious.,No cats are pious.,All cats are pious.,Some cats are not pious.,30,1
266,'Negate the statement: No umbrellas are indigo.',Some umbrellas are indigo.,No umbrellas are indigo.,Some umbrellas are not indigo.,All umbrellas are indigo.,30,1
267,'Negate the statement: All owls are menacing.',Some owls are menacing.,All owls are menacing.,No owls are menacing.,Some owls are not menacing.,30,4
268,'Negate the statement: No quokkas are violent.',Some quokkas are not violent.,Some quokkas are violent.,All quokkas are violent.,No quokkas are violent.,30,2
269,'Negate the statement: All zebras are red.',No zebras are red.,All zebras are red.,Some zebras are not red.,Some zebras are red.,30,3
270,'Negate the statement: Some ponies are zombies.',No ponies are zombies.,All ponies are zombies.,Some ponies are not zombies.,Some ponies are zombies.,30,1
271,'Negate the statement: All owls are blue.',Some owls are blue.,All owls are blue.,No owls are blue.,Some owls are not blue.,30,4
272,'Negate the statement: No elephants are yellow.',All elephants are yellow.,Some elephants are not yellow.,No elephants are yellow.,Some elephants are yellow.,30,4
273,'Negate the statement: Some mice are happy.',Some mice are happy.,No mice are happy.,Some mice are not happy.,All mice are happy.,30,2
274,'Negate the statement: No violins are violent.',Some violins are violent.,No violins are violent.,Some violins are not violent.,All violins are violent.,30,1
275,'Negate the statement: Some cats are outgoing.',Some cats are outgoing.,All cats are outgoing.,No cats are outgoing.,Some cats are not outgoing.,30,3
276,'Negate the statement: Some elephants are not menacing.',Some elephants are not menacing.,All elephants are menacing.,No elephants are menacing.,Some elephants are menacing.,30,2
277,'Negate the statement: All llamas are jealous.',All llamas are jealous.,Some llamas are not jealous.,Some llamas are jealous.,No llamas are jealous.,30,2
278,'Negate the statement: Some violins are not awesome.',All violins are awesome.,No violins are awesome.,Some violins are awesome.,Some violins are not awesome.,30,1
279,'Negate the statement: Some dogs are awesome.',Some dogs are not awesome.,Some dogs are awesome.,All dogs are awesome.,No dogs are awesome.,30,4
280,'Negate the statement: No insects are jealous.',No insects are jealous.,Some insects are jealous.,Some insects are not jealous.,All insects are jealous.,30,2
281,'Negate the statement: All owls are blue.',All owls are blue.,No owls are blue.,Some owls are blue.,Some owls are not blue.,30,4
282,'Negate the statement: Some giraffes are not pious.',Some giraffes are not pious.,Some giraffes are pious.,All giraffes are pious.,No giraffes are pious.,30,3
283,'Negate the statement: Some jaguars are not awesome.',Some jaguars are awesome.,Some jaguars are not awesome.,No jaguars are awesome.,All jaguars are awesome.,30,4
284,'Negate the statement: Some hawks are green.',All hawks are green.,No hawks are green.,Some hawks are green.,Some hawks are not green.,30,2
285,'Negate the statement: All insects are awesome.',Some insects are not awesome.,No insects are awesome.,Some insects are awesome.,All insects are awesome.,30,1
286,'Negate the statement: All ponies are blue.',Some ponies are blue.,Some ponies are not blue.,All ponies are blue.,No ponies are blue.,30,2
287,'Negate the statement: No whales are dangerous.',Some whales are not dangerous.,All whales are dangerous.,Some whales are dangerous.,No whales are dangerous.,30,3
288,'Negate the statement: No insects are sly.',Some insects are sly.,All insects are sly.,No insects are sly.,Some insects are not sly.,30,1
289,'Negate the statement: Some mice are red.',Some mice are not red.,All mice are red.,No mice are red.,Some mice are red.,30,3
290,'Negate the statement: Some cats are green.',Some cats are green.,No cats are green.,Some cats are not green.,All cats are green.,30,2
291,'Negate the statement: Some kangaroos are not violent.',Some kangaroos are not violent.,Some kangaroos are violent.,All kangaroos are violent.,No kangaroos are violent.,30,3
292,'Negate the statement: Some narwhals are not outgoing.',No narwhals are outgoing.,All narwhals are outgoing.,Some narwhals are not outgoing.,Some narwhals are outgoing.,30,2
293,'Negate the statement: All llamas are nice.',Some llamas are not nice.,No llamas are nice.,All llamas are nice.,Some llamas are nice.,30,1
294,'Negate the statement: All narwhals are weak.',Some narwhals are not weak.,All narwhals are weak.,Some narwhals are weak.,No narwhals are weak.,30,1
295,'Negate the statement: Some elephants are curious.',All elephants are curious.,Some elephants are curious.,No elephants are curious.,Some elephants are not curious.,30,3
296,'Negate the statement: No llamas are indigo.',No llamas are indigo.,Some llamas are not indigo.,Some llamas are indigo.,All llamas are indigo.,30,3
297,'Negate the statement: Some dogs are umpires.',Some dogs are not umpires.,No dogs are umpires.,All dogs are umpires.,Some dogs are umpires.,30,2
298,'Negate the statement: Some jaguars are not xenophobic.',Some jaguars are xenophobic.,Some jaguars are not xenophobic.,No jaguars are xenophobic.,All jaguars are xenophobic.,30,4
299,'Negate the statement: No insects are killers.',Some insects are killers.,No insects are killers.,Some insects are not killers.,All insects are killers.,30,1
300,'Negate the statement: Some ponies are not curious.',All ponies are curious.,No ponies are curious.,Some ponies are curious.,Some ponies are not curious.,30,1
301,'Negate the statement: Some quokkas are not umpires.',No quokkas are umpires.,Some quokkas are umpires.,Some quokkas are not umpires.,All quokkas are umpires.,30,4
302,'Negate the statement: Some narwhals are outgoing.',Some narwhals are not outgoing.,All narwhals are outgoing.,No narwhals are outgoing.,Some narwhals are outgoing.,30,3
303,'Negate the statement: All jaguars are indigo.',Some jaguars are indigo.,Some jaguars are not indigo.,All jaguars are indigo.,No jaguars are indigo.,30,2
304,'Negate the statement: All insects are enigmatic.',All insects are enigmatic.,No insects are enigmatic.,Some insects are not enigmatic.,Some insects are enigmatic.,30,3
305,'Negate the statement: All giraffes are red.',Some giraffes are red.,All giraffes are red.,No giraffes are red.,Some giraffes are not red.,30,4
306,'Negate the statement: No umbrellas are nice.',Some umbrellas are not nice.,No umbrellas are nice.,All umbrellas are nice.,Some umbrellas are nice.,30,4
307,'Negate the statement: No llamas are weak.',All llamas are weak.,Some llamas are weak.,No llamas are weak.,Some llamas are not weak.,30,2
308,'Negate the statement: Some insects are queens.',Some insects are queens.,No insects are queens.,Some insects are not queens.,All insects are queens.,30,2
309,'Negate the statement: Some insects are not lame.',Some insects are not lame.,All insects are lame.,Some insects are lame.,No insects are lame.,30,2
310,'Negate the statement: Some llamas are not blue.',No llamas are blue.,Some llamas are not blue.,Some llamas are blue.,All llamas are blue.,30,4
311,'Negate the statement: All kangaroos are jealous.',No kangaroos are jealous.,Some kangaroos are not jealous.,All kangaroos are jealous.,Some kangaroos are jealous.,30,2
312,'Negate the statement: All flowers are violent.',All flowers are violent.,Some flowers are not violent.,Some flowers are violent.,No flowers are violent.,30,2
313,'Negate the statement: No jaguars are transient.',Some jaguars are not transient.,Some jaguars are transient.,No jaguars are transient.,All jaguars are transient.,30,2
314,'Negate the statement: No ponies are outgoing.',No ponies are outgoing.,Some ponies are outgoing.,Some ponies are not outgoing.,All ponies are outgoing.,30,2
315,'Negate the statement: No flowers are awesome.',Some flowers are not awesome.,All flowers are awesome.,No flowers are awesome.,Some flowers are awesome.,30,4
316,'Negate the statement: Some narwhals are enigmatic.',All narwhals are enigmatic.,Some narwhals are enigmatic.,No narwhals are enigmatic.,Some narwhals are not enigmatic.,30,3
317,'Negate the statement: Some cats are not zombies.',No cats are zombies.,Some cats are not zombies.,Some cats are zombies.,All cats are zombies.,30,4
318,'Negate the statement: No umbrellas are xenophobic.',No umbrellas are xenophobic.,Some umbrellas are not xenophobic.,Some umbrellas are xenophobic.,All umbrellas are xenophobic.,30,3
319,'Negate the statement: No insects are red.',No insects are red.,Some insects are not red.,All insects are red.,Some insects are red.,30,4
320,'Negate the statement: Some bugs are not happy.',No bugs are happy.,Some bugs are happy.,All bugs are happy.,Some bugs are not happy.,30,3
321,'Negate the statement: No giraffes are menacing.',All giraffes are menacing.,Some giraffes are menacing.,Some giraffes are not menacing.,No giraffes are menacing.,30,2
322,'Negate the statement: No snakes are sly.',All snakes are sly.,No snakes are sly.,Some snakes are sly.,Some snakes are not sly.,30,3
323,'Negate the statement: Some umbrellas are jealous.',Some umbrellas are not jealous.,Some umbrellas are jealous.,No umbrellas are jealous.,All umbrellas are jealous.,30,3
324,'Negate the statement: Some hawks are menacing.',Some hawks are not menacing.,No hawks are menacing.,All hawks are menacing.,Some hawks are menacing.,30,2
325,'Negate the statement: All hawks are violent.',All hawks are violent.,Some hawks are violent.,Some hawks are not violent.,No hawks are violent.,30,3
326,'Negate the statement: Some cats are umpires.',Some cats are umpires.,All cats are umpires.,Some cats are not umpires.,No cats are umpires.,30,4
327,'Negate the statement: All kangaroos are nice.',Some kangaroos are nice.,All kangaroos are nice.,Some kangaroos are not nice.,No kangaroos are nice.,30,3
328,'Negate the statement: All insects are pious.',Some insects are not pious.,All insects are pious.,Some insects are pious.,No insects are pious.,30,1
329,'Negate the statement: All tulips are curious.',Some tulips are not curious.,All tulips are curious.,No tulips are curious.,Some tulips are curious.,30,1
330,'Negate the statement: Some umbrellas are curious.',All umbrellas are curious.,Some umbrellas are not curious.,Some umbrellas are curious.,No umbrellas are curious.,30,4
331,'Negate the statement: Some ponies are awesome.',Some ponies are awesome.,No ponies are awesome.,All ponies are awesome.,Some ponies are not awesome.,30,2
332,'Negate the statement: Some flowers are not outgoing.',No flowers are outgoing.,All flowers are outgoing.,Some flowers are outgoing.,Some flowers are not outgoing.,30,2
333,'Negate the statement: No narwhals are weak.',Some narwhals are weak.,All narwhals are weak.,No narwhals are weak.,Some narwhals are not weak.,30,1
334,'Negate the statement: Some cats are not menacing.',Some cats are not menacing.,No cats are menacing.,Some cats are menacing.,All cats are menacing.,30,4
335,'Negate the statement: No jaguars are jealous.',Some jaguars are jealous.,Some jaguars are not jealous.,No jaguars are jealous.,All jaguars are jealous.,30,1
336,'Negate the statement: Some xylophones are not umpires.',Some xylophones are not umpires.,No xylophones are umpires.,All xylophones are umpires.,Some xylophones are umpires.,30,3
337,'Negate the statement: Some insects are happy.',No insects are happy.,All insects are happy.,Some insects are happy.,Some insects are not happy.,30,1
338,'Negate the statement: All llamas are indigo.',All llamas are indigo.,Some llamas are indigo.,No llamas are indigo.,Some llamas are not indigo.,30,4
339,'Negate the statement: Some violins are not queens.',No violins are queens.,Some violins are queens.,All violins are queens.,Some violins are not queens.,30,3
340,'Negate the statement: Some quokkas are happy.',Some quokkas are not happy.,No quokkas are happy.,All quokkas are happy.,Some quokkas are happy.,30,2
341,'Negate the statement: Some snakes are xenophobic.',Some snakes are not xenophobic.,All snakes are xenophobic.,Some snakes are xenophobic.,No snakes are xenophobic.,30,4
342,'Negate the statement: No apples are jealous.',Some apples are not jealous.,No apples are jealous.,Some apples are jealous.,All apples are jealous.,30,3
343,'Negate the statement: Some bugs are not lame.',No bugs are lame.,Some bugs are lame.,Some bugs are not lame.,All bugs are lame.,30,4
344,'Negate the statement: All mice are jealous.',All mice are jealous.,Some mice are not jealous.,Some mice are jealous.,No mice are jealous.,30,2
345,'Negate the statement: Some jaguars are killers.',All jaguars are killers.,No jaguars are killers.,Some jaguars are killers.,Some jaguars are not killers.,30,2
346,'Negate the statement: No xylophones are indigo.',Some xylophones are not indigo.,No xylophones are indigo.,Some xylophones are indigo.,All xylophones are indigo.,30,3
347,'Negate the statement: Some cats are queens.',Some cats are queens.,No cats are queens.,All cats are queens.,Some cats are not queens.,30,2
348,'Negate the statement: No narwhals are outgoing.',No narwhals are outgoing.,Some narwhals are outgoing.,All narwhals are outgoing.,Some narwhals are not outgoing.,30,2
349,'Negate the statement: All narwhals are red.',No narwhals are red.,Some narwhals are red.,Some narwhals are not red.,All narwhals are red.,30,3
350,'Negate the statement: All tulips are outgoing.',Some tulips are not outgoing.,All tulips are outgoing.,No tulips are outgoing.,Some tulips are outgoing.,30,1
351,'Negate the statement: Some bugs are not killers.',No bugs are killers.,All bugs are killers.,Some bugs are killers.,Some bugs are not killers.,30,2
352,'Negate the statement: All snakes are outgoing.',Some snakes are outgoing.,Some snakes are not outgoing.,All snakes are outgoing.,No snakes are outgoing.,30,2
353,'Negate the statement: Some kangaroos are not enigmatic.',Some kangaroos are enigmatic.,No kangaroos are enigmatic.,All kangaroos are enigmatic.,Some kangaroos are not enigmatic.,30,3
354,'Negate the statement: Some flowers are weak.',Some flowers are weak.,All flowers are weak.,No flowers are weak.,Some flowers are not weak.,30,3
355,'Negate the statement: Some zebras are not sly.',Some zebras are not sly.,Some zebras are sly.,No zebras are sly.,All zebras are sly.,30,4
356,'Negate the statement: Some insects are curious.',No insects are curious.,Some insects are not curious.,Some insects are curious.,All insects are curious.,30,1
357,'Negate the statement: All xylophones are happy.',No xylophones are happy.,Some xylophones are not happy.,All xylophones are happy.,Some xylophones are happy.,30,2
358,'Negate the statement: Some violins are zombies.',All violins are zombies.,No violins are zombies.,Some violins are zombies.,Some violins are not zombies.,30,2
359,'Negate the statement: Some zebras are not transient.',Some zebras are transient.,All zebras are transient.,No zebras are transient.,Some zebras are not transient.,30,2
360,'Negate the statement: Some apples are zombies.',No apples are zombies.,All apples are zombies.,Some apples are zombies.,Some apples are not zombies.,30,1
361,'Negate the statement: No dogs are menacing.',All dogs are menacing.,Some dogs are menacing.,Some dogs are not menacing.,No dogs are menacing.,30,2
362,'Negate the statement: Some snakes are zombies.',All snakes are zombies.,Some snakes are zombies.,No snakes are zombies.,Some snakes are not zombies.,30,3
363,'Negate the statement: All kangaroos are menacing.',No kangaroos are menacing.,All kangaroos are menacing.,Some kangaroos are not menacing.,Some kangaroos are menacing.,30,3
364,'Negate the statement: No zebras are furious.',Some zebras are furious.,Some zebras are not furious.,All zebras are furious.,No zebras are furious.,30,1
365,'Negate the statement: No whales are outgoing.',All whales are outgoing.,Some whales are outgoing.,Some whales are not outgoing.,No whales are outgoing.,30,2
366,'Negate the statement: Some elephants are not queens.',No elephants are queens.,All elephants are queens.,Some elephants are queens.,Some elephants are not queens.,30,2
367,'Negate the statement: Some narwhals are not queens.',No narwhals are queens.,Some narwhals are not queens.,All narwhals are queens.,Some narwhals are queens.,30,3
368,'Negate the statement: Some violins are dangerous.',All violins are dangerous.,No violins are dangerous.,Some violins are dangerous.,Some violins are not dangerous.,30,2
369,'Negate the statement: Some snakes are not xenophobic.',Some snakes are xenophobic.,Some snakes are not xenophobic.,No snakes are xenophobic.,All snakes are xenophobic.,30,4
370,'Negate the statement: No tulips are menacing.',Some tulips are not menacing.,All tulips are menacing.,Some tulips are menacing.,No tulips are menacing.,30,3
371,'Negate the statement: No cats are awesome.',Some cats are not awesome.,All cats are awesome.,Some cats are awesome.,No cats are awesome.,30,3
372,'Negate the statement: Some hawks are not menacing.',All hawks are menacing.,No hawks are menacing.,Some hawks are not menacing.,Some hawks are menacing.,30,1
373,'Negate the statement: Some snakes are lame.',Some snakes are not lame.,Some snakes are lame.,No snakes are lame.,All snakes are lame.,30,3
374,'Negate the statement: No elephants are curious.',Some elephants are not curious.,Some elephants are curious.,No elephants are curious.,All elephants are curious.,30,2
375,'Negate the statement: Some whales are dangerous.',No whales are dangerous.,Some whales are not dangerous.,Some whales are dangerous.,All whales are dangerous.,30,1
376,'Negate the statement: All snakes are awesome.',Some snakes are awesome.,No snakes are awesome.,All snakes are awesome.,Some snakes are not awesome.,30,4
377,'Negate the statement: Some giraffes are not blue.',Some giraffes are not blue.,All giraffes are blue.,No giraffes are blue.,Some giraffes are blue.,30,2
378,'Negate the statement: All ponies are yellow.',No ponies are yellow.,Some ponies are not yellow.,All ponies are yellow.,Some ponies are yellow.,30,2
379,'Negate the statement: No cats are outgoing.',Some cats are not outgoing.,Some cats are outgoing.,No cats are outgoing.,All cats are outgoing.,30,2
380,'Negate the statement: Some elephants are furious.',Some elephants are furious.,All elephants are furious.,No elephants are furious.,Some elephants are not furious.,30,3
381,'Negate the statement: Some whales are violent.',Some whales are violent.,Some whales are not violent.,All whales are violent.,No whales are violent.,30,4
382,'Negate the statement: Some narwhals are not enigmatic.',All narwhals are enigmatic.,Some narwhals are enigmatic.,Some narwhals are not enigmatic.,No narwhals are enigmatic.,30,1
383,'Negate the statement: Some snakes are not zombies.',Some snakes are not zombies.,No snakes are zombies.,All snakes are zombies.,Some snakes are zombies.,30,3
384,'Negate the statement: No cats are pious.',All cats are pious.,Some cats are pious.,Some cats are not pious.,No cats are pious.,30,2
385,'Negate the statement: Some quokkas are enigmatic.',All quokkas are enigmatic.,Some quokkas are enigmatic.,Some quokkas are not enigmatic.,No quokkas are enigmatic.,30,4
386,'Negate the statement: All dogs are awesome.',No dogs are awesome.,Some dogs are awesome.,Some dogs are not awesome.,All dogs are awesome.,30,3
387,'Negate the statement: Some cats are jealous.',Some cats are jealous.,No cats are jealous.,All cats are jealous.,Some cats are not jealous.,30,2
388,'Negate the statement: Some jaguars are furious.',All jaguars are furious.,No jaguars are furious.,Some jaguars are furious.,Some jaguars are not furious.,30,2
389,'Negate the statement: No zebras are transient.',Some zebras are transient.,Some zebras are not transient.,All zebras are transient.,No zebras are transient.,30,1
390,'Negate the statement: All whales are enigmatic.',All whales are enigmatic.,Some whales are enigmatic.,No whales are enigmatic.,Some whales are not enigmatic.,30,4
391,'Negate the statement: Some hawks are enigmatic.',Some hawks are not enigmatic.,Some hawks are enigmatic.,No hawks are enigmatic.,All hawks are enigmatic.,30,3
392,'Negate the statement: All insects are killers.',Some insects are killers.,All insects are killers.,Some insects are not killers.,No insects are killers.,30,3
393,'Negate the statement: All quokkas are indigo.',Some quokkas are indigo.,No quokkas are indigo.,Some quokkas are not indigo.,All quokkas are indigo.,30,3
394,'Negate the statement: Some whales are not violent.',Some whales are violent.,Some whales are not violent.,No whales are violent.,All whales are violent.,30,4
395,'Negate the statement: All kangaroos are killers.',Some kangaroos are killers.,Some kangaroos are not killers.,No kangaroos are killers.,All kangaroos are killers.,30,2
396,'Negate the statement: Some llamas are pious.',All llamas are pious.,Some llamas are not pious.,Some llamas are pious.,No llamas are pious.,30,4
397,'Negate the statement: Some flowers are zombies.',Some flowers are not zombies.,Some flowers are zombies.,All flowers are zombies.,No flowers are zombies.,30,4
398,'Negate the statement: No apples are sly.',Some apples are sly.,Some apples are not sly.,All apples are sly.,No apples are sly.,30,1
399,'Negate the statement: All flowers are dangerous.',Some flowers are not dangerous.,All flowers are dangerous.,No flowers are dangerous.,Some flowers are dangerous.,30,1
400,'Negate the statement: No flowers are transient.',All flowers are transient.,Some flowers are transient.,Some flowers are not transient.,No flowers are transient.,30,2
401,'Negate the statement: Some cats are curious.',Some cats are not curious.,All cats are curious.,Some cats are curious.,No cats are curious.,30,4
402,'Negate the statement: No violins are zombies.',No violins are zombies.,Some violins are not zombies.,Some violins are zombies.,All violins are zombies.,30,3
403,'Negate the statement: All llamas are nice.',No llamas are nice.,Some llamas are nice.,All llamas are nice.,Some llamas are not nice.,30,4
404,'Negate the statement: Some hawks are not dangerous.',No hawks are dangerous.,Some hawks are not dangerous.,Some hawks are dangerous.,All hawks are dangerous.,30,4
405,'Negate the statement: Some elephants are weak.',All elephants are weak.,Some elephants are not weak.,Some elephants are weak.,No elephants are weak.,30,4
406,'Negate the statement: No cats are enigmatic.',No cats are enigmatic.,All cats are enigmatic.,Some cats are enigmatic.,Some cats are not enigmatic.,30,3
407,'Negate the statement: All violins are red.',Some violins are red.,Some violins are not red.,All violins are red.,No violins are red.,30,2
408,'Negate the statement: No llamas are green.',Some llamas are not green.,All llamas are green.,Some llamas are green.,No llamas are green.,30,3
409,'Negate the statement: No owls are sly.',Some owls are not sly.,All owls are sly.,Some owls are sly.,No owls are sly.,30,3
410,'Negate the statement: No tulips are transient.',Some tulips are transient.,All tulips are transient.,No tulips are transient.,Some tulips are not transient.,30,1
411,'Negate the statement: Some violins are blue.',Some violins are not blue.,No violins are blue.,All violins are blue.,Some violins are blue.,30,2
412,'Negate the statement: Some quokkas are jealous.',All quokkas are jealous.,No quokkas are jealous.,Some quokkas are not jealous.,Some quokkas are jealous.,30,2
413,'Negate the statement: No owls are transient.',Some owls are transient.,Some owls are not transient.,All owls are transient.,No owls are transient.,30,1
414,'Negate the statement: Some owls are zombies.',No owls are zombies.,Some owls are zombies.,Some owls are not zombies.,All owls are zombies.,30,1
415,'Negate the statement: Some snakes are pious.',Some snakes are pious.,No snakes are pious.,All snakes are pious.,Some snakes are not pious.,30,2
416,'Negate the statement: All dogs are dangerous.',No dogs are dangerous.,All dogs are dangerous.,Some dogs are not dangerous.,Some dogs are dangerous.,30,3
417,'Negate the statement: Some violins are jealous.',No violins are jealous.,Some violins are jealous.,Some violins are not jealous.,All violins are jealous.,30,1
418,'Negate the statement: Some owls are not transient.',Some owls are transient.,No owls are transient.,Some owls are not transient.,All owls are transient.,30,4
419,'Negate the statement: Some umbrellas are not killers.',Some umbrellas are not killers.,All umbrellas are killers.,No umbrellas are killers.,Some umbrellas are killers.,30,2
420,'Negate the statement: Some jaguars are yellow.',Some jaguars are yellow.,All jaguars are yellow.,No jaguars are yellow.,Some jaguars are not yellow.,30,3
421,'Negate the statement: Some bugs are happy.',No bugs are happy.,Some bugs are not happy.,Some bugs are happy.,All bugs are happy.,30,1
