"Blooket
Import Template",,,,,,,
126,"Consider the logical statement (p) defined below.

 p: Set W is a subset of set G.

Which option represents ~p, the negation of p?",The intersection of set W and set G is not empty.,Set W is not a subset of set G.,Set W and set G are disjoint.,Set W is a subset of set G.,30,2
127,"Consider the logical statement (p) defined below.

 p: The intersection of set F and set S is not empty.

Which option represents ~p, the negation of p?",The intersection of set F and set S is not empty.,Set F is not a subset of set S.,Set F and set S are disjoint.,Set F is a subset of set S.,30,3
128,"Consider the logical statement (p) defined below.

 p: Set N and set Y are disjoint.

Which option represents ~p, the negation of p?",Set N and set Y are disjoint.,The intersection of set N and set Y is not empty.,Set N is not a subset of set Y.,Set N is a subset of set Y.,30,2
129,"Consider the logical statement (p) defined below.

 p: Set H and set N are disjoint.

Which option represents ~p, the negation of p?",The intersection of set H and set N is not empty.,Set H and set N are disjoint.,Set H is not a subset of set N.,Set H is a subset of set N.,30,1
130,"Consider the logical statement (p) defined below.

 p: The intersection of set O and set I is not empty.

Which option represents ~p, the negation of p?",The intersection of set O and set I is not empty.,Set O is not a subset of set I.,Set O is a subset of set I.,Set O and set I are disjoint.,30,4
131,"Consider the logical statement (p) defined below.

 p: The intersection of set D and set Z is not empty.

Which option represents ~p, the negation of p?",Set D and set Z are disjoint.,Set D is not a subset of set Z.,The intersection of set D and set Z is not empty.,Set D is a subset of set Z.,30,1
132,"Consider the logical statement (p) defined below.

 p: Set I and set R are disjoint.

Which option represents ~p, the negation of p?",Set I and set R are disjoint.,Set I is a subset of set R.,The intersection of set I and set R is not empty.,Set I is not a subset of set R.,30,3
133,"Consider the logical statement (p) defined below.

 p: Set V and set H are disjoint.

Which option represents ~p, the negation of p?",Set V is not a subset of set H.,Set V and set H are disjoint.,Set V is a subset of set H.,The intersection of set V and set H is not empty.,30,4
134,"Consider the logical statement (p) defined below.

 p: Set F is a subset of set Y.

Which option represents ~p, the negation of p?",Set F and set Y are disjoint.,Set F is not a subset of set Y.,Set F is a subset of set Y.,The intersection of set F and set Y is not empty.,30,2
135,"Consider the logical statement (p) defined below.

 p: Set W is a subset of set L.

Which option represents ~p, the negation of p?",The intersection of set W and set L is not empty.,Set W is a subset of set L.,Set W is not a subset of set L.,Set W and set L are disjoint.,30,3
136,"Consider the logical statement (p) defined below.

 p: The intersection of set D and set J is not empty.

Which option represents ~p, the negation of p?",Set D and set J are disjoint.,Set D is a subset of set J.,The intersection of set D and set J is not empty.,Set D is not a subset of set J.,30,1
137,"Consider the logical statement (p) defined below.

 p: Set V is a subset of set T.

Which option represents ~p, the negation of p?",Set V is not a subset of set T.,The intersection of set V and set T is not empty.,Set V and set T are disjoint.,Set V is a subset of set T.,30,1
138,"Consider the logical statement (p) defined below.

 p: Set Q and set J are disjoint.

Which option represents ~p, the negation of p?",Set Q is not a subset of set J.,Set Q and set J are disjoint.,The intersection of set Q and set J is not empty.,Set Q is a subset of set J.,30,3
139,"Consider the logical statement (p) defined below.

 p: Set C and set L are disjoint.

Which option represents ~p, the negation of p?",The intersection of set C and set L is not empty.,Set C and set L are disjoint.,Set C is a subset of set L.,Set C is not a subset of set L.,30,1
140,"Consider the logical statement (p) defined below.

 p: The intersection of set R and set C is not empty.

Which option represents ~p, the negation of p?",Set R is a subset of set C.,Set R and set C are disjoint.,The intersection of set R and set C is not empty.,Set R is not a subset of set C.,30,2
141,"Consider the logical statement (p) defined below.

 p: Set W is a subset of set V.

Which option represents ~p, the negation of p?",Set W and set V are disjoint.,Set W is not a subset of set V.,The intersection of set W and set V is not empty.,Set W is a subset of set V.,30,2
142,"Consider the logical statement (p) defined below.

 p: The intersection of set E and set O is not empty.

Which option represents ~p, the negation of p?",Set E is not a subset of set O.,The intersection of set E and set O is not empty.,Set E is a subset of set O.,Set E and set O are disjoint.,30,4
143,"Consider the logical statement (p) defined below.

 p: Set S and set F are disjoint.

Which option represents ~p, the negation of p?",Set S is not a subset of set F.,The intersection of set S and set F is not empty.,Set S is a subset of set F.,Set S and set F are disjoint.,30,2
144,"Consider the logical statement (p) defined below.

 p: The intersection of set F and set Z is not empty.

Which option represents ~p, the negation of p?",Set F and set Z are disjoint.,Set F is not a subset of set Z.,Set F is a subset of set Z.,The intersection of set F and set Z is not empty.,30,1
145,"Consider the logical statement (p) defined below.

 p: The intersection of set F and set S is not empty.

Which option represents ~p, the negation of p?",Set F is a subset of set S.,The intersection of set F and set S is not empty.,Set F and set S are disjoint.,Set F is not a subset of set S.,30,3
146,"Consider the logical statement (p) defined below.

 p: Set A is a subset of set G.

Which option represents ~p, the negation of p?",Set A is not a subset of set G.,Set A and set G are disjoint.,Set A is a subset of set G.,The intersection of set A and set G is not empty.,30,1
147,"Consider the logical statement (p) defined below.

 p: Set W and set G are disjoint.

Which option represents ~p, the negation of p?",Set W is not a subset of set G.,The intersection of set W and set G is not empty.,Set W is a subset of set G.,Set W and set G are disjoint.,30,2
148,"Consider the logical statement (p) defined below.

 p: The intersection of set W and set Z is not empty.

Which option represents ~p, the negation of p?",Set W and set Z are disjoint.,Set W is a subset of set Z.,Set W is not a subset of set Z.,The intersection of set W and set Z is not empty.,30,1
149,"Consider the logical statement (p) defined below.

 p: Set Q is a subset of set E.

Which option represents ~p, the negation of p?",Set Q is a subset of set E.,Set Q and set E are disjoint.,Set Q is not a subset of set E.,The intersection of set Q and set E is not empty.,30,3
150,"Consider the logical statement (p) defined below.

 p: The intersection of set C and set J is not empty.

Which option represents ~p, the negation of p?",Set C and set J are disjoint.,Set C is a subset of set J.,The intersection of set C and set J is not empty.,Set C is not a subset of set J.,30,1
151,"Consider the logical statement (p) defined below.

 p: Set H is not a subset of set B.

Which option represents ~p, the negation of p?",The intersection of set H and set B is not empty.,Set H is a subset of set B.,Set H and set B are disjoint.,Set H is not a subset of set B.,30,2
152,"Consider the logical statement (p) defined below.

 p: The intersection of set W and set G is not empty.

Which option represents ~p, the negation of p?",Set W is not a subset of set G.,Set W and set G are disjoint.,The intersection of set W and set G is not empty.,Set W is a subset of set G.,30,2
153,"Consider the logical statement (p) defined below.

 p: Set N is a subset of set H.

Which option represents ~p, the negation of p?",Set N is a subset of set H.,Set N and set H are disjoint.,The intersection of set N and set H is not empty.,Set N is not a subset of set H.,30,4
154,"Consider the logical statement (p) defined below.

 p: Set P is a subset of set W.

Which option represents ~p, the negation of p?",The intersection of set P and set W is not empty.,Set P and set W are disjoint.,Set P is a subset of set W.,Set P is not a subset of set W.,30,4
155,"Consider the logical statement (p) defined below.

 p: Set Q and set P are disjoint.

Which option represents ~p, the negation of p?",The intersection of set Q and set P is not empty.,Set Q is a subset of set P.,Set Q is not a subset of set P.,Set Q and set P are disjoint.,30,1
156,"Consider the logical statement (p) defined below.

 p: The intersection of set F and set Y is not empty.

Which option represents ~p, the negation of p?",The intersection of set F and set Y is not empty.,Set F is a subset of set Y.,Set F is not a subset of set Y.,Set F and set Y are disjoint.,30,4
157,"Consider the logical statement (p) defined below.

 p: Set U and set N are disjoint.

Which option represents ~p, the negation of p?",The intersection of set U and set N is not empty.,Set U and set N are disjoint.,Set U is a subset of set N.,Set U is not a subset of set N.,30,1
158,"Consider the logical statement (p) defined below.

 p: Set X is not a subset of set K.

Which option represents ~p, the negation of p?",Set X is a subset of set K.,Set X and set K are disjoint.,The intersection of set X and set K is not empty.,Set X is not a subset of set K.,30,1
159,"Consider the logical statement (p) defined below.

 p: Set C and set U are disjoint.

Which option represents ~p, the negation of p?",Set C and set U are disjoint.,Set C is a subset of set U.,The intersection of set C and set U is not empty.,Set C is not a subset of set U.,30,3
160,"Consider the logical statement (p) defined below.

 p: Set B and set U are disjoint.

Which option represents ~p, the negation of p?",Set B is a subset of set U.,Set B and set U are disjoint.,The intersection of set B and set U is not empty.,Set B is not a subset of set U.,30,3
161,"Consider the logical statement (p) defined below.

 p: Set B is a subset of set T.

Which option represents ~p, the negation of p?",Set B is a subset of set T.,Set B is not a subset of set T.,Set B and set T are disjoint.,The intersection of set B and set T is not empty.,30,2
162,"Consider the logical statement (p) defined below.

 p: Set Z is a subset of set F.

Which option represents ~p, the negation of p?",The intersection of set Z and set F is not empty.,Set Z and set F are disjoint.,Set Z is a subset of set F.,Set Z is not a subset of set F.,30,4
163,"Consider the logical statement (p) defined below.

 p: Set V is a subset of set U.

Which option represents ~p, the negation of p?",The intersection of set V and set U is not empty.,Set V is a subset of set U.,Set V and set U are disjoint.,Set V is not a subset of set U.,30,4
164,"Consider the logical statement (p) defined below.

 p: Set S and set R are disjoint.

Which option represents ~p, the negation of p?",Set S is not a subset of set R.,The intersection of set S and set R is not empty.,Set S and set R are disjoint.,Set S is a subset of set R.,30,2
165,"Consider the logical statement (p) defined below.

 p: Set E is a subset of set Y.

Which option represents ~p, the negation of p?",Set E is a subset of set Y.,Set E is not a subset of set Y.,The intersection of set E and set Y is not empty.,Set E and set Y are disjoint.,30,2
166,"Consider the logical statement (p) defined below.

 p: Set E and set N are disjoint.

Which option represents ~p, the negation of p?",Set E and set N are disjoint.,Set E is a subset of set N.,Set E is not a subset of set N.,The intersection of set E and set N is not empty.,30,4
167,"Consider the logical statement (p) defined below.

 p: The intersection of set U and set C is not empty.

Which option represents ~p, the negation of p?",Set U is not a subset of set C.,Set U is a subset of set C.,Set U and set C are disjoint.,The intersection of set U and set C is not empty.,30,3
168,"Consider the logical statement (p) defined below.

 p: Set A is a subset of set W.

Which option represents ~p, the negation of p?",Set A and set W are disjoint.,Set A is not a subset of set W.,Set A is a subset of set W.,The intersection of set A and set W is not empty.,30,2
169,"Consider the logical statement (p) defined below.

 p: The intersection of set O and set T is not empty.

Which option represents ~p, the negation of p?",Set O is not a subset of set T.,The intersection of set O and set T is not empty.,Set O and set T are disjoint.,Set O is a subset of set T.,30,3
170,"Consider the logical statement (p) defined below.

 p: Set L is not a subset of set Z.

Which option represents ~p, the negation of p?",Set L is a subset of set Z.,The intersection of set L and set Z is not empty.,Set L is not a subset of set Z.,Set L and set Z are disjoint.,30,1
171,"Consider the logical statement (p) defined below.

 p: Set N is a subset of set Q.

Which option represents ~p, the negation of p?",Set N is not a subset of set Q.,Set N is a subset of set Q.,The intersection of set N and set Q is not empty.,Set N and set Q are disjoint.,30,1
172,"Consider the logical statement (p) defined below.

 p: Set B and set Y are disjoint.

Which option represents ~p, the negation of p?",Set B is not a subset of set Y.,Set B is a subset of set Y.,The intersection of set B and set Y is not empty.,Set B and set Y are disjoint.,30,3
173,"Consider the logical statement (p) defined below.

 p: The intersection of set P and set U is not empty.

Which option represents ~p, the negation of p?",Set P is a subset of set U.,The intersection of set P and set U is not empty.,Set P is not a subset of set U.,Set P and set U are disjoint.,30,4
174,"Consider the logical statement (p) defined below.

 p: Set H is not a subset of set A.

Which option represents ~p, the negation of p?",Set H is not a subset of set A.,Set H is a subset of set A.,Set H and set A are disjoint.,The intersection of set H and set A is not empty.,30,2
175,"Consider the logical statement (p) defined below.

 p: Set S is a subset of set N.

Which option represents ~p, the negation of p?",Set S is a subset of set N.,The intersection of set S and set N is not empty.,Set S and set N are disjoint.,Set S is not a subset of set N.,30,4
176,"Consider the logical statement (p) defined below.

 p: Set N is a subset of set J.

Which option represents ~p, the negation of p?",The intersection of set N and set J is not empty.,Set N and set J are disjoint.,Set N is not a subset of set J.,Set N is a subset of set J.,30,3
177,"Consider the logical statement (p) defined below.

 p: Set R is a subset of set B.

Which option represents ~p, the negation of p?",The intersection of set R and set B is not empty.,Set R and set B are disjoint.,Set R is not a subset of set B.,Set R is a subset of set B.,30,3
178,"Consider the logical statement (p) defined below.

 p: The intersection of set K and set W is not empty.

Which option represents ~p, the negation of p?",Set K is not a subset of set W.,The intersection of set K and set W is not empty.,Set K and set W are disjoint.,Set K is a subset of set W.,30,3
179,"Consider the logical statement (p) defined below.

 p: Set Z is a subset of set M.

Which option represents ~p, the negation of p?",Set Z is a subset of set M.,Set Z and set M are disjoint.,Set Z is not a subset of set M.,The intersection of set Z and set M is not empty.,30,3
180,"Consider the logical statement (p) defined below.

 p: The intersection of set Q and set V is not empty.

Which option represents ~p, the negation of p?",The intersection of set Q and set V is not empty.,Set Q is not a subset of set V.,Set Q and set V are disjoint.,Set Q is a subset of set V.,30,3
181,"Consider the logical statement (p) defined below.

 p: Set U is a subset of set T.

Which option represents ~p, the negation of p?",Set U is not a subset of set T.,The intersection of set U and set T is not empty.,Set U and set T are disjoint.,Set U is a subset of set T.,30,1
182,"Consider the logical statement (p) defined below.

 p: Set M is not a subset of set A.

Which option represents ~p, the negation of p?",Set M and set A are disjoint.,The intersection of set M and set A is not empty.,Set M is a subset of set A.,Set M is not a subset of set A.,30,3
183,"Consider the logical statement (p) defined below.

 p: The intersection of set H and set I is not empty.

Which option represents ~p, the negation of p?",The intersection of set H and set I is not empty.,Set H is a subset of set I.,Set H is not a subset of set I.,Set H and set I are disjoint.,30,4
184,"Consider the logical statement (p) defined below.

 p: Set A and set X are disjoint.

Which option represents ~p, the negation of p?",The intersection of set A and set X is not empty.,Set A and set X are disjoint.,Set A is a subset of set X.,Set A is not a subset of set X.,30,1
185,"Consider the logical statement (p) defined below.

 p: Set T is not a subset of set G.

Which option represents ~p, the negation of p?",Set T is a subset of set G.,Set T is not a subset of set G.,The intersection of set T and set G is not empty.,Set T and set G are disjoint.,30,1
186,"Consider the logical statement (p) defined below.

 p: The intersection of set U and set L is not empty.

Which option represents ~p, the negation of p?",Set U and set L are disjoint.,Set U is not a subset of set L.,Set U is a subset of set L.,The intersection of set U and set L is not empty.,30,1
187,"Consider the logical statement (p) defined below.

 p: The intersection of set N and set H is not empty.

Which option represents ~p, the negation of p?",The intersection of set N and set H is not empty.,Set N is not a subset of set H.,Set N is a subset of set H.,Set N and set H are disjoint.,30,4
188,"Consider the logical statement (p) defined below.

 p: Set M is a subset of set Q.

Which option represents ~p, the negation of p?",Set M is not a subset of set Q.,Set M and set Q are disjoint.,Set M is a subset of set Q.,The intersection of set M and set Q is not empty.,30,1
189,"Consider the logical statement (p) defined below.

 p: Set Z and set C are disjoint.

Which option represents ~p, the negation of p?",Set Z is a subset of set C.,The intersection of set Z and set C is not empty.,Set Z is not a subset of set C.,Set Z and set C are disjoint.,30,2
190,"Consider the logical statement (p) defined below.

 p: The intersection of set N and set R is not empty.

Which option represents ~p, the negation of p?",Set N is a subset of set R.,Set N and set R are disjoint.,Set N is not a subset of set R.,The intersection of set N and set R is not empty.,30,2
191,"Consider the logical statement (p) defined below.

 p: Set Q and set N are disjoint.

Which option represents ~p, the negation of p?",The intersection of set Q and set N is not empty.,Set Q is a subset of set N.,Set Q and set N are disjoint.,Set Q is not a subset of set N.,30,1
192,"Consider the logical statement (p) defined below.

 p: Set U and set E are disjoint.

Which option represents ~p, the negation of p?",The intersection of set U and set E is not empty.,Set U is a subset of set E.,Set U and set E are disjoint.,Set U is not a subset of set E.,30,1
193,"Consider the logical statement (p) defined below.

 p: Set G and set A are disjoint.

Which option represents ~p, the negation of p?",Set G is not a subset of set A.,Set G is a subset of set A.,The intersection of set G and set A is not empty.,Set G and set A are disjoint.,30,3
194,"Consider the logical statement (p) defined below.

 p: The intersection of set X and set Y is not empty.

Which option represents ~p, the negation of p?",The intersection of set X and set Y is not empty.,Set X is not a subset of set Y.,Set X is a subset of set Y.,Set X and set Y are disjoint.,30,4
195,"Consider the logical statement (p) defined below.

 p: Set W is a subset of set Y.

Which option represents ~p, the negation of p?",Set W is not a subset of set Y.,Set W and set Y are disjoint.,The intersection of set W and set Y is not empty.,Set W is a subset of set Y.,30,1
196,"Consider the logical statement (p) defined below.

 p: The intersection of set H and set N is not empty.

Which option represents ~p, the negation of p?",Set H is a subset of set N.,The intersection of set H and set N is not empty.,Set H is not a subset of set N.,Set H and set N are disjoint.,30,4
197,"Consider the logical statement (p) defined below.

 p: The intersection of set O and set M is not empty.

Which option represents ~p, the negation of p?",Set O is not a subset of set M.,Set O and set M are disjoint.,Set O is a subset of set M.,The intersection of set O and set M is not empty.,30,2
198,"Consider the logical statement (p) defined below.

 p: Set U is a subset of set T.

Which option represents ~p, the negation of p?",The intersection of set U and set T is not empty.,Set U and set T are disjoint.,Set U is a subset of set T.,Set U is not a subset of set T.,30,4
199,"Consider the logical statement (p) defined below.

 p: Set R is not a subset of set E.

Which option represents ~p, the negation of p?",Set R and set E are disjoint.,Set R is a subset of set E.,Set R is not a subset of set E.,The intersection of set R and set E is not empty.,30,2
200,"Consider the logical statement (p) defined below.

 p: Set J and set S are disjoint.

Which option represents ~p, the negation of p?",Set J is not a subset of set S.,Set J is a subset of set S.,Set J and set S are disjoint.,The intersection of set J and set S is not empty.,30,4
