"Blooket
Import Template",,,,,,,
211,'Negate the statement: All quokkas are transient.',Some quokkas are transient.,Some quokkas are not transient.,All quokkas are transient.,No quokkas are transient.,30,2
212,'Negate the statement: Some ponies are not outgoing.',Some ponies are outgoing.,All ponies are outgoing.,Some ponies are not outgoing.,No ponies are outgoing.,30,2
213,'Negate the statement: Some snakes are happy.',No snakes are happy.,Some snakes are happy.,Some snakes are not happy.,All snakes are happy.,30,1
214,'Negate the statement: No owls are sly.',All owls are sly.,Some owls are not sly.,Some owls are sly.,No owls are sly.,30,3
215,'Negate the statement: All violins are violent.',No violins are violent.,All violins are violent.,Some violins are violent.,Some violins are not violent.,30,4
216,'Negate the statement: Some elephants are not transient.',No elephants are transient.,Some elephants are transient.,Some elephants are not transient.,All elephants are transient.,30,4
217,'Negate the statement: No elephants are pious.',All elephants are pious.,Some elephants are pious.,Some elephants are not pious.,No elephants are pious.,30,2
218,'Negate the statement: Some violins are indigo.',Some violins are not indigo.,All violins are indigo.,Some violins are indigo.,No violins are indigo.,30,4
219,'Negate the statement: No tulips are jealous.',Some tulips are jealous.,All tulips are jealous.,No tulips are jealous.,Some tulips are not jealous.,30,1
220,'Negate the statement: Some narwhals are zombies.',Some narwhals are not zombies.,Some narwhals are zombies.,All narwhals are zombies.,No narwhals are zombies.,30,4
221,'Negate the statement: All apples are xenophobic.',Some apples are xenophobic.,All apples are xenophobic.,No apples are xenophobic.,Some apples are not xenophobic.,30,4
222,'Negate the statement: Some whales are not enigmatic.',All whales are enigmatic.,Some whales are enigmatic.,No whales are enigmatic.,Some whales are not enigmatic.,30,1
223,'Negate the statement: All tulips are red.',Some tulips are red.,All tulips are red.,No tulips are red.,Some tulips are not red.,30,4
224,'Negate the statement: Some ponies are not umpires.',All ponies are umpires.,Some ponies are not umpires.,No ponies are umpires.,Some ponies are umpires.,30,1
225,'Negate the statement: All xylophones are dangerous.',Some xylophones are dangerous.,No xylophones are dangerous.,All xylophones are dangerous.,Some xylophones are not dangerous.,30,4
226,'Negate the statement: Some llamas are nice.',No llamas are nice.,Some llamas are nice.,All llamas are nice.,Some llamas are not nice.,30,1
227,'Negate the statement: Some tulips are killers.',Some tulips are not killers.,Some tulips are killers.,No tulips are killers.,All tulips are killers.,30,3
228,'Negate the statement: All owls are killers.',Some owls are not killers.,Some owls are killers.,No owls are killers.,All owls are killers.,30,1
229,'Negate the statement: Some apples are not pious.',All apples are pious.,Some apples are not pious.,No apples are pious.,Some apples are pious.,30,1
230,'Negate the statement: All insects are weak.',Some insects are weak.,All insects are weak.,No insects are weak.,Some insects are not weak.,30,4
231,'Negate the statement: All elephants are happy.',All elephants are happy.,Some elephants are not happy.,No elephants are happy.,Some elephants are happy.,30,2
232,'Negate the statement: All ponies are enigmatic.',Some ponies are enigmatic.,No ponies are enigmatic.,All ponies are enigmatic.,Some ponies are not enigmatic.,30,4
233,'Negate the statement: All narwhals are blue.',Some narwhals are blue.,All narwhals are blue.,Some narwhals are not blue.,No narwhals are blue.,30,3
234,'Negate the statement: Some ponies are violent.',Some ponies are violent.,No ponies are violent.,All ponies are violent.,Some ponies are not violent.,30,2
235,'Negate the statement: Some whales are blue.',No whales are blue.,Some whales are blue.,Some whales are not blue.,All whales are blue.,30,1
236,'Negate the statement: No snakes are enigmatic.',No snakes are enigmatic.,Some snakes are not enigmatic.,All snakes are enigmatic.,Some snakes are enigmatic.,30,4
237,'Negate the statement: No tulips are happy.',Some tulips are happy.,All tulips are happy.,Some tulips are not happy.,No tulips are happy.,30,1
238,'Negate the statement: No kangaroos are blue.',No kangaroos are blue.,Some kangaroos are blue.,Some kangaroos are not blue.,All kangaroos are blue.,30,2
239,'Negate the statement: Some apples are not sly.',No apples are sly.,Some apples are sly.,Some apples are not sly.,All apples are sly.,30,4
240,'Negate the statement: All umbrellas are menacing.',Some umbrellas are menacing.,All umbrellas are menacing.,No umbrellas are menacing.,Some umbrellas are not menacing.,30,4
241,'Negate the statement: All kangaroos are indigo.',Some kangaroos are indigo.,No kangaroos are indigo.,All kangaroos are indigo.,Some kangaroos are not indigo.,30,4
242,'Negate the statement: All violins are xenophobic.',Some violins are xenophobic.,All violins are xenophobic.,Some violins are not xenophobic.,No violins are xenophobic.,30,3
243,'Negate the statement: Some giraffes are nice.',All giraffes are nice.,Some giraffes are nice.,Some giraffes are not nice.,No giraffes are nice.,30,4
244,'Negate the statement: All cats are sly.',All cats are sly.,Some cats are not sly.,No cats are sly.,Some cats are sly.,30,2
245,'Negate the statement: Some xylophones are not blue.',No xylophones are blue.,All xylophones are blue.,Some xylophones are not blue.,Some xylophones are blue.,30,2
246,'Negate the statement: Some dogs are weak.',Some dogs are not weak.,No dogs are weak.,Some dogs are weak.,All dogs are weak.,30,2
247,'Negate the statement: Some snakes are not dangerous.',No snakes are dangerous.,All snakes are dangerous.,Some snakes are dangerous.,Some snakes are not dangerous.,30,2
248,'Negate the statement: No llamas are queens.',No llamas are queens.,Some llamas are not queens.,All llamas are queens.,Some llamas are queens.,30,4
249,'Negate the statement: All llamas are red.',All llamas are red.,No llamas are red.,Some llamas are red.,Some llamas are not red.,30,4
250,'Negate the statement: No zebras are umpires.',Some zebras are not umpires.,All zebras are umpires.,No zebras are umpires.,Some zebras are umpires.,30,4
251,'Negate the statement: Some whales are not yellow.',Some whales are not yellow.,Some whales are yellow.,All whales are yellow.,No whales are yellow.,30,3
252,'Negate the statement: No umbrellas are queens.',No umbrellas are queens.,All umbrellas are queens.,Some umbrellas are not queens.,Some umbrellas are queens.,30,4
253,'Negate the statement: No ponies are menacing.',All ponies are menacing.,No ponies are menacing.,Some ponies are menacing.,Some ponies are not menacing.,30,3
254,'Negate the statement: No zebras are weak.',All zebras are weak.,Some zebras are weak.,No zebras are weak.,Some zebras are not weak.,30,2
255,'Negate the statement: All kangaroos are blue.',No kangaroos are blue.,Some kangaroos are not blue.,All kangaroos are blue.,Some kangaroos are blue.,30,2
256,'Negate the statement: Some hawks are not jealous.',Some hawks are not jealous.,All hawks are jealous.,Some hawks are jealous.,No hawks are jealous.,30,2
257,'Negate the statement: All tulips are furious.',No tulips are furious.,All tulips are furious.,Some tulips are not furious.,Some tulips are furious.,30,3
258,'Negate the statement: Some quokkas are menacing.',All quokkas are menacing.,Some quokkas are not menacing.,Some quokkas are menacing.,No quokkas are menacing.,30,4
259,'Negate the statement: Some narwhals are curious.',Some narwhals are not curious.,No narwhals are curious.,All narwhals are curious.,Some narwhals are curious.,30,2
260,'Negate the statement: Some elephants are not violent.',Some elephants are not violent.,Some elephants are violent.,No elephants are violent.,All elephants are violent.,30,4
261,'Negate the statement: All dogs are nice.',All dogs are nice.,No dogs are nice.,Some dogs are nice.,Some dogs are not nice.,30,4
262,'Negate the statement: No apples are violent.',All apples are violent.,Some apples are not violent.,Some apples are violent.,No apples are violent.,30,3
263,'Negate the statement: Some elephants are transient.',Some elephants are transient.,Some elephants are not transient.,All elephants are transient.,No elephants are transient.,30,4
264,'Negate the statement: Some llamas are not yellow.',All llamas are yellow.,Some llamas are not yellow.,Some llamas are yellow.,No llamas are yellow.,30,1
265,'Negate the statement: No giraffes are queens.',Some giraffes are queens.,No giraffes are queens.,Some giraffes are not queens.,All giraffes are queens.,30,1
266,'Negate the statement: No elephants are yellow.',Some elephants are not yellow.,Some elephants are yellow.,No elephants are yellow.,All elephants are yellow.,30,2
267,'Negate the statement: Some flowers are not curious.',No flowers are curious.,Some flowers are not curious.,All flowers are curious.,Some flowers are curious.,30,3
268,'Negate the statement: Some violins are xenophobic.',Some violins are xenophobic.,All violins are xenophobic.,Some violins are not xenophobic.,No violins are xenophobic.,30,4
269,'Negate the statement: Some ponies are not killers.',No ponies are killers.,Some ponies are killers.,All ponies are killers.,Some ponies are not killers.,30,3
270,'Negate the statement: Some flowers are killers.',No flowers are killers.,Some flowers are not killers.,All flowers are killers.,Some flowers are killers.,30,1
271,'Negate the statement: All llamas are dangerous.',All llamas are dangerous.,No llamas are dangerous.,Some llamas are dangerous.,Some llamas are not dangerous.,30,4
272,'Negate the statement: Some owls are violent.',Some owls are violent.,Some owls are not violent.,All owls are violent.,No owls are violent.,30,4
273,'Negate the statement: No tulips are nice.',No tulips are nice.,Some tulips are nice.,All tulips are nice.,Some tulips are not nice.,30,2
274,'Negate the statement: Some mice are not furious.',All mice are furious.,No mice are furious.,Some mice are furious.,Some mice are not furious.,30,1
275,'Negate the statement: Some narwhals are pious.',All narwhals are pious.,No narwhals are pious.,Some narwhals are not pious.,Some narwhals are pious.,30,2
276,'Negate the statement: Some llamas are not dangerous.',No llamas are dangerous.,All llamas are dangerous.,Some llamas are dangerous.,Some llamas are not dangerous.,30,2
277,'Negate the statement: Some jaguars are not weak.',No jaguars are weak.,Some jaguars are weak.,Some jaguars are not weak.,All jaguars are weak.,30,4
278,'Negate the statement: Some kangaroos are weak.',All kangaroos are weak.,Some kangaroos are not weak.,Some kangaroos are weak.,No kangaroos are weak.,30,4
279,'Negate the statement: Some insects are not weak.',No insects are weak.,Some insects are not weak.,Some insects are weak.,All insects are weak.,30,4
280,'Negate the statement: All narwhals are menacing.',No narwhals are menacing.,Some narwhals are not menacing.,All narwhals are menacing.,Some narwhals are menacing.,30,2
281,'Negate the statement: All giraffes are violent.',Some giraffes are violent.,No giraffes are violent.,All giraffes are violent.,Some giraffes are not violent.,30,4
282,'Negate the statement: Some narwhals are not weak.',Some narwhals are weak.,Some narwhals are not weak.,All narwhals are weak.,No narwhals are weak.,30,3
283,'Negate the statement: Some zebras are enigmatic.',Some zebras are enigmatic.,No zebras are enigmatic.,Some zebras are not enigmatic.,All zebras are enigmatic.,30,2
284,'Negate the statement: Some giraffes are red.',No giraffes are red.,All giraffes are red.,Some giraffes are not red.,Some giraffes are red.,30,1
285,'Negate the statement: Some mice are not pious.',All mice are pious.,Some mice are not pious.,No mice are pious.,Some mice are pious.,30,1
286,'Negate the statement: Some whales are furious.',No whales are furious.,Some whales are furious.,All whales are furious.,Some whales are not furious.,30,1
287,'Negate the statement: Some whales are enigmatic.',Some whales are not enigmatic.,No whales are enigmatic.,All whales are enigmatic.,Some whales are enigmatic.,30,2
288,'Negate the statement: Some jaguars are transient.',All jaguars are transient.,Some jaguars are not transient.,Some jaguars are transient.,No jaguars are transient.,30,4
289,'Negate the statement: No narwhals are xenophobic.',Some narwhals are xenophobic.,Some narwhals are not xenophobic.,All narwhals are xenophobic.,No narwhals are xenophobic.,30,1
290,'Negate the statement: No apples are yellow.',Some apples are yellow.,All apples are yellow.,No apples are yellow.,Some apples are not yellow.,30,1
291,'Negate the statement: All violins are pious.',Some violins are not pious.,No violins are pious.,All violins are pious.,Some violins are pious.,30,1
292,'Negate the statement: Some xylophones are indigo.',Some xylophones are not indigo.,All xylophones are indigo.,No xylophones are indigo.,Some xylophones are indigo.,30,3
293,'Negate the statement: All owls are umpires.',All owls are umpires.,Some owls are umpires.,Some owls are not umpires.,No owls are umpires.,30,3
294,'Negate the statement: Some tulips are not transient.',Some tulips are not transient.,No tulips are transient.,Some tulips are transient.,All tulips are transient.,30,4
295,'Negate the statement: Some owls are indigo.',All owls are indigo.,Some owls are not indigo.,Some owls are indigo.,No owls are indigo.,30,4
296,'Negate the statement: All bugs are violent.',All bugs are violent.,Some bugs are violent.,Some bugs are not violent.,No bugs are violent.,30,3
297,'Negate the statement: All flowers are blue.',Some flowers are not blue.,Some flowers are blue.,No flowers are blue.,All flowers are blue.,30,1
298,'Negate the statement: All cats are indigo.',Some cats are not indigo.,No cats are indigo.,All cats are indigo.,Some cats are indigo.,30,1
299,'Negate the statement: No llamas are enigmatic.',All llamas are enigmatic.,Some llamas are enigmatic.,Some llamas are not enigmatic.,No llamas are enigmatic.,30,2
300,'Negate the statement: All kangaroos are nice.',All kangaroos are nice.,Some kangaroos are not nice.,Some kangaroos are nice.,No kangaroos are nice.,30,2
301,'Negate the statement: Some narwhals are outgoing.',All narwhals are outgoing.,No narwhals are outgoing.,Some narwhals are not outgoing.,Some narwhals are outgoing.,30,2
302,'Negate the statement: No apples are green.',Some apples are green.,No apples are green.,Some apples are not green.,All apples are green.,30,1
303,'Negate the statement: No hawks are happy.',Some hawks are not happy.,All hawks are happy.,No hawks are happy.,Some hawks are happy.,30,4
304,'Negate the statement: No hawks are yellow.',No hawks are yellow.,Some hawks are not yellow.,All hawks are yellow.,Some hawks are yellow.,30,4
305,'Negate the statement: All violins are weak.',Some violins are not weak.,No violins are weak.,Some violins are weak.,All violins are weak.,30,1
306,'Negate the statement: No giraffes are pious.',Some giraffes are pious.,All giraffes are pious.,Some giraffes are not pious.,No giraffes are pious.,30,1
307,'Negate the statement: All giraffes are dangerous.',Some giraffes are not dangerous.,All giraffes are dangerous.,No giraffes are dangerous.,Some giraffes are dangerous.,30,1
308,'Negate the statement: Some xylophones are not yellow.',All xylophones are yellow.,Some xylophones are not yellow.,No xylophones are yellow.,Some xylophones are yellow.,30,1
309,'Negate the statement: No bugs are happy.',All bugs are happy.,Some bugs are happy.,Some bugs are not happy.,No bugs are happy.,30,2
310,'Negate the statement: Some zebras are not nice.',All zebras are nice.,Some zebras are not nice.,Some zebras are nice.,No zebras are nice.,30,1
311,'Negate the statement: Some insects are weak.',Some insects are weak.,Some insects are not weak.,All insects are weak.,No insects are weak.,30,4
312,'Negate the statement: No dogs are furious.',No dogs are furious.,All dogs are furious.,Some dogs are not furious.,Some dogs are furious.,30,4
313,'Negate the statement: No umbrellas are zombies.',No umbrellas are zombies.,Some umbrellas are not zombies.,All umbrellas are zombies.,Some umbrellas are zombies.,30,4
314,'Negate the statement: Some snakes are not sly.',Some snakes are not sly.,All snakes are sly.,Some snakes are sly.,No snakes are sly.,30,2
315,'Negate the statement: All whales are transient.',Some whales are not transient.,All whales are transient.,Some whales are transient.,No whales are transient.,30,1
316,'Negate the statement: No flowers are furious.',Some flowers are not furious.,All flowers are furious.,No flowers are furious.,Some flowers are furious.,30,4
317,'Negate the statement: All kangaroos are yellow.',Some kangaroos are not yellow.,All kangaroos are yellow.,No kangaroos are yellow.,Some kangaroos are yellow.,30,1
318,'Negate the statement: All dogs are happy.',All dogs are happy.,Some dogs are not happy.,Some dogs are happy.,No dogs are happy.,30,2
319,'Negate the statement: Some whales are queens.',Some whales are queens.,All whales are queens.,No whales are queens.,Some whales are not queens.,30,3
320,'Negate the statement: No insects are queens.',No insects are queens.,All insects are queens.,Some insects are not queens.,Some insects are queens.,30,4
321,'Negate the statement: All quokkas are awesome.',Some quokkas are not awesome.,Some quokkas are awesome.,All quokkas are awesome.,No quokkas are awesome.,30,1
322,'Negate the statement: All umbrellas are green.',No umbrellas are green.,Some umbrellas are green.,All umbrellas are green.,Some umbrellas are not green.,30,4
323,'Negate the statement: Some zebras are not blue.',All zebras are blue.,No zebras are blue.,Some zebras are not blue.,Some zebras are blue.,30,1
324,'Negate the statement: All xylophones are happy.',Some xylophones are happy.,No xylophones are happy.,All xylophones are happy.,Some xylophones are not happy.,30,4
325,'Negate the statement: Some umbrellas are violent.',Some umbrellas are violent.,No umbrellas are violent.,Some umbrellas are not violent.,All umbrellas are violent.,30,2
326,'Negate the statement: Some zebras are red.',All zebras are red.,Some zebras are not red.,Some zebras are red.,No zebras are red.,30,4
327,'Negate the statement: Some dogs are not jealous.',Some dogs are jealous.,All dogs are jealous.,Some dogs are not jealous.,No dogs are jealous.,30,2
328,'Negate the statement: No whales are curious.',Some whales are curious.,Some whales are not curious.,All whales are curious.,No whales are curious.,30,1
329,'Negate the statement: No owls are blue.',Some owls are not blue.,Some owls are blue.,All owls are blue.,No owls are blue.,30,2
330,'Negate the statement: Some bugs are violent.',Some bugs are not violent.,No bugs are violent.,All bugs are violent.,Some bugs are violent.,30,2
331,'Negate the statement: No umbrellas are menacing.',Some umbrellas are not menacing.,All umbrellas are menacing.,Some umbrellas are menacing.,No umbrellas are menacing.,30,3
332,'Negate the statement: Some elephants are not umpires.',All elephants are umpires.,No elephants are umpires.,Some elephants are umpires.,Some elephants are not umpires.,30,1
333,'Negate the statement: Some kangaroos are jealous.',Some kangaroos are not jealous.,No kangaroos are jealous.,All kangaroos are jealous.,Some kangaroos are jealous.,30,2
334,'Negate the statement: Some jaguars are jealous.',Some jaguars are not jealous.,No jaguars are jealous.,Some jaguars are jealous.,All jaguars are jealous.,30,2
335,'Negate the statement: Some umbrellas are red.',Some umbrellas are red.,Some umbrellas are not red.,All umbrellas are red.,No umbrellas are red.,30,4
336,'Negate the statement: Some giraffes are umpires.',No giraffes are umpires.,All giraffes are umpires.,Some giraffes are not umpires.,Some giraffes are umpires.,30,1
337,'Negate the statement: Some whales are outgoing.',No whales are outgoing.,Some whales are outgoing.,Some whales are not outgoing.,All whales are outgoing.,30,1
338,'Negate the statement: All umbrellas are transient.',Some umbrellas are transient.,No umbrellas are transient.,All umbrellas are transient.,Some umbrellas are not transient.,30,4
339,'Negate the statement: No dogs are happy.',Some dogs are happy.,No dogs are happy.,Some dogs are not happy.,All dogs are happy.,30,1
340,'Negate the statement: Some jaguars are not red.',No jaguars are red.,All jaguars are red.,Some jaguars are not red.,Some jaguars are red.,30,2
341,'Negate the statement: All hawks are sly.',Some hawks are sly.,Some hawks are not sly.,No hawks are sly.,All hawks are sly.,30,2
342,'Negate the statement: Some jaguars are not violent.',No jaguars are violent.,Some jaguars are not violent.,Some jaguars are violent.,All jaguars are violent.,30,4
343,'Negate the statement: No owls are happy.',Some owls are not happy.,Some owls are happy.,No owls are happy.,All owls are happy.,30,2
344,'Negate the statement: Some dogs are nice.',All dogs are nice.,Some dogs are nice.,No dogs are nice.,Some dogs are not nice.,30,3
345,'Negate the statement: Some flowers are green.',All flowers are green.,Some flowers are not green.,Some flowers are green.,No flowers are green.,30,4
346,'Negate the statement: No flowers are jealous.',No flowers are jealous.,Some flowers are not jealous.,All flowers are jealous.,Some flowers are jealous.,30,4
347,'Negate the statement: Some quokkas are not sly.',Some quokkas are sly.,Some quokkas are not sly.,All quokkas are sly.,No quokkas are sly.,30,3
348,'Negate the statement: Some quokkas are not nice.',Some quokkas are not nice.,All quokkas are nice.,No quokkas are nice.,Some quokkas are nice.,30,2
349,'Negate the statement: Some flowers are not nice.',All flowers are nice.,Some flowers are not nice.,No flowers are nice.,Some flowers are nice.,30,1
350,'Negate the statement: Some cats are lame.',No cats are lame.,Some cats are lame.,All cats are lame.,Some cats are not lame.,30,1
351,'Negate the statement: Some insects are not xenophobic.',No insects are xenophobic.,Some insects are xenophobic.,All insects are xenophobic.,Some insects are not xenophobic.,30,3
352,'Negate the statement: Some elephants are not pious.',All elephants are pious.,No elephants are pious.,Some elephants are pious.,Some elephants are not pious.,30,1
353,'Negate the statement: No umbrellas are lame.',All umbrellas are lame.,Some umbrellas are not lame.,Some umbrellas are lame.,No umbrellas are lame.,30,3
354,'Negate the statement: Some bugs are yellow.',Some bugs are yellow.,All bugs are yellow.,Some bugs are not yellow.,No bugs are yellow.,30,4
355,'Negate the statement: Some xylophones are not dangerous.',Some xylophones are not dangerous.,All xylophones are dangerous.,No xylophones are dangerous.,Some xylophones are dangerous.,30,2
356,'Negate the statement: Some zebras are not blue.',All zebras are blue.,Some zebras are not blue.,Some zebras are blue.,No zebras are blue.,30,1
357,'Negate the statement: All ponies are happy.',All ponies are happy.,Some ponies are not happy.,Some ponies are happy.,No ponies are happy.,30,2
358,'Negate the statement: No giraffes are outgoing.',Some giraffes are outgoing.,All giraffes are outgoing.,Some giraffes are not outgoing.,No giraffes are outgoing.,30,1
359,'Negate the statement: Some umbrellas are not furious.',Some umbrellas are furious.,Some umbrellas are not furious.,All umbrellas are furious.,No umbrellas are furious.,30,3
360,'Negate the statement: Some violins are not sly.',All violins are sly.,No violins are sly.,Some violins are sly.,Some violins are not sly.,30,1
361,'Negate the statement: All apples are outgoing.',Some apples are not outgoing.,Some apples are outgoing.,No apples are outgoing.,All apples are outgoing.,30,1
362,'Negate the statement: All flowers are dangerous.',Some flowers are dangerous.,No flowers are dangerous.,Some flowers are not dangerous.,All flowers are dangerous.,30,3
363,'Negate the statement: All mice are umpires.',Some mice are not umpires.,All mice are umpires.,No mice are umpires.,Some mice are umpires.,30,1
364,'Negate the statement: Some umbrellas are umpires.',All umbrellas are umpires.,Some umbrellas are not umpires.,Some umbrellas are umpires.,No umbrellas are umpires.,30,4
365,'Negate the statement: All ponies are violent.',Some ponies are not violent.,All ponies are violent.,Some ponies are violent.,No ponies are violent.,30,1
366,'Negate the statement: All zebras are red.',Some zebras are not red.,All zebras are red.,Some zebras are red.,No zebras are red.,30,1
367,'Negate the statement: No hawks are furious.',Some hawks are not furious.,No hawks are furious.,All hawks are furious.,Some hawks are furious.,30,4
368,'Negate the statement: Some jaguars are happy.',Some jaguars are not happy.,Some jaguars are happy.,All jaguars are happy.,No jaguars are happy.,30,4
369,'Negate the statement: All narwhals are enigmatic.',Some narwhals are enigmatic.,No narwhals are enigmatic.,All narwhals are enigmatic.,Some narwhals are not enigmatic.,30,4
370,'Negate the statement: No elephants are zombies.',All elephants are zombies.,No elephants are zombies.,Some elephants are not zombies.,Some elephants are zombies.,30,4
371,'Negate the statement: All owls are furious.',All owls are furious.,Some owls are not furious.,No owls are furious.,Some owls are furious.,30,2
372,'Negate the statement: No umbrellas are outgoing.',Some umbrellas are outgoing.,All umbrellas are outgoing.,Some umbrellas are not outgoing.,No umbrellas are outgoing.,30,1
373,'Negate the statement: Some whales are not menacing.',All whales are menacing.,No whales are menacing.,Some whales are menacing.,Some whales are not menacing.,30,1
374,'Negate the statement: Some giraffes are xenophobic.',Some giraffes are not xenophobic.,All giraffes are xenophobic.,Some giraffes are xenophobic.,No giraffes are xenophobic.,30,4
375,'Negate the statement: Some giraffes are zombies.',Some giraffes are zombies.,Some giraffes are not zombies.,All giraffes are zombies.,No giraffes are zombies.,30,4
376,'Negate the statement: No dogs are killers.',All dogs are killers.,No dogs are killers.,Some dogs are not killers.,Some dogs are killers.,30,4
377,'Negate the statement: No elephants are umpires.',No elephants are umpires.,All elephants are umpires.,Some elephants are umpires.,Some elephants are not umpires.,30,3
378,'Negate the statement: All quokkas are zombies.',All quokkas are zombies.,No quokkas are zombies.,Some quokkas are zombies.,Some quokkas are not zombies.,30,4
379,'Negate the statement: All owls are green.',Some owls are green.,No owls are green.,Some owls are not green.,All owls are green.,30,3
380,'Negate the statement: No quokkas are sly.',Some quokkas are sly.,No quokkas are sly.,Some quokkas are not sly.,All quokkas are sly.,30,1
381,'Negate the statement: Some whales are sly.',Some whales are not sly.,All whales are sly.,Some whales are sly.,No whales are sly.,30,4
382,'Negate the statement: No hawks are violent.',Some hawks are violent.,Some hawks are not violent.,All hawks are violent.,No hawks are violent.,30,1
383,'Negate the statement: Some whales are violent.',No whales are violent.,Some whales are not violent.,All whales are violent.,Some whales are violent.,30,1
384,'Negate the statement: Some narwhals are not transient.',Some narwhals are transient.,No narwhals are transient.,Some narwhals are not transient.,All narwhals are transient.,30,4
385,'Negate the statement: Some elephants are furious.',No elephants are furious.,All elephants are furious.,Some elephants are not furious.,Some elephants are furious.,30,1
386,'Negate the statement: Some zebras are zombies.',Some zebras are not zombies.,All zebras are zombies.,No zebras are zombies.,Some zebras are zombies.,30,3
387,'Negate the statement: No narwhals are umpires.',Some narwhals are not umpires.,No narwhals are umpires.,All narwhals are umpires.,Some narwhals are umpires.,30,4
388,'Negate the statement: No flowers are queens.',Some flowers are not queens.,No flowers are queens.,All flowers are queens.,Some flowers are queens.,30,4
389,'Negate the statement: No kangaroos are weak.',Some kangaroos are weak.,All kangaroos are weak.,Some kangaroos are not weak.,No kangaroos are weak.,30,1
390,'Negate the statement: Some giraffes are outgoing.',No giraffes are outgoing.,Some giraffes are not outgoing.,All giraffes are outgoing.,Some giraffes are outgoing.,30,1
391,'Negate the statement: Some whales are umpires.',All whales are umpires.,Some whales are not umpires.,No whales are umpires.,Some whales are umpires.,30,3
392,'Negate the statement: All flowers are blue.',Some flowers are not blue.,Some flowers are blue.,No flowers are blue.,All flowers are blue.,30,1
393,'Negate the statement: No xylophones are awesome.',No xylophones are awesome.,Some xylophones are not awesome.,All xylophones are awesome.,Some xylophones are awesome.,30,4
394,'Negate the statement: Some owls are umpires.',All owls are umpires.,No owls are umpires.,Some owls are umpires.,Some owls are not umpires.,30,2
395,'Negate the statement: No violins are furious.',Some violins are not furious.,All violins are furious.,No violins are furious.,Some violins are furious.,30,4
396,'Negate the statement: No whales are zombies.',Some whales are not zombies.,All whales are zombies.,No whales are zombies.,Some whales are zombies.,30,4
397,'Negate the statement: Some whales are not nice.',All whales are nice.,Some whales are not nice.,Some whales are nice.,No whales are nice.,30,1
398,'Negate the statement: No narwhals are yellow.',All narwhals are yellow.,Some narwhals are not yellow.,Some narwhals are yellow.,No narwhals are yellow.,30,3
399,'Negate the statement: Some apples are red.',No apples are red.,Some apples are not red.,Some apples are red.,All apples are red.,30,1
400,'Negate the statement: All quokkas are queens.',No quokkas are queens.,Some quokkas are not queens.,Some quokkas are queens.,All quokkas are queens.,30,2
401,'Negate the statement: All bugs are furious.',Some bugs are not furious.,No bugs are furious.,Some bugs are furious.,All bugs are furious.,30,1
402,'Negate the statement: Some bugs are happy.',No bugs are happy.,Some bugs are happy.,All bugs are happy.,Some bugs are not happy.,30,1
403,'Negate the statement: Some jaguars are not pious.',Some jaguars are not pious.,No jaguars are pious.,Some jaguars are pious.,All jaguars are pious.,30,4
404,'Negate the statement: All whales are curious.',All whales are curious.,Some whales are not curious.,Some whales are curious.,No whales are curious.,30,2
405,'Negate the statement: No kangaroos are killers.',All kangaroos are killers.,No kangaroos are killers.,Some kangaroos are killers.,Some kangaroos are not killers.,30,3
406,'Negate the statement: No xylophones are menacing.',All xylophones are menacing.,Some xylophones are menacing.,No xylophones are menacing.,Some xylophones are not menacing.,30,2
407,'Negate the statement: Some kangaroos are violent.',Some kangaroos are not violent.,No kangaroos are violent.,Some kangaroos are violent.,All kangaroos are violent.,30,2
408,'Negate the statement: Some giraffes are weak.',Some giraffes are not weak.,No giraffes are weak.,All giraffes are weak.,Some giraffes are weak.,30,2
409,'Negate the statement: All kangaroos are weak.',Some kangaroos are not weak.,Some kangaroos are weak.,No kangaroos are weak.,All kangaroos are weak.,30,1
410,'Negate the statement: No llamas are jealous.',Some llamas are jealous.,All llamas are jealous.,Some llamas are not jealous.,No llamas are jealous.,30,1
411,'Negate the statement: Some insects are outgoing.',All insects are outgoing.,No insects are outgoing.,Some insects are not outgoing.,Some insects are outgoing.,30,2
412,'Negate the statement: No umbrellas are enigmatic.',Some umbrellas are not enigmatic.,All umbrellas are enigmatic.,Some umbrellas are enigmatic.,No umbrellas are enigmatic.,30,3
413,'Negate the statement: All kangaroos are violent.',All kangaroos are violent.,No kangaroos are violent.,Some kangaroos are violent.,Some kangaroos are not violent.,30,4
414,'Negate the statement: All narwhals are dangerous.',Some narwhals are not dangerous.,All narwhals are dangerous.,Some narwhals are dangerous.,No narwhals are dangerous.,30,1
415,'Negate the statement: Some jaguars are curious.',Some jaguars are not curious.,No jaguars are curious.,Some jaguars are curious.,All jaguars are curious.,30,2
416,'Negate the statement: Some jaguars are not violent.',All jaguars are violent.,Some jaguars are not violent.,Some jaguars are violent.,No jaguars are violent.,30,1
417,'Negate the statement: Some snakes are not transient.',No snakes are transient.,Some snakes are transient.,Some snakes are not transient.,All snakes are transient.,30,4
418,'Negate the statement: All zebras are curious.',Some zebras are not curious.,No zebras are curious.,Some zebras are curious.,All zebras are curious.,30,1
419,'Negate the statement: No tulips are blue.',No tulips are blue.,Some tulips are blue.,Some tulips are not blue.,All tulips are blue.,30,2
420,'Negate the statement: Some flowers are enigmatic.',All flowers are enigmatic.,No flowers are enigmatic.,Some flowers are not enigmatic.,Some flowers are enigmatic.,30,2
